name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info,latitude,longitude,GEOID,STATE,COUNTY,TRACT,BLOCK
El Centro de Amistad Inc,East Valley Office,566 South Brand Boulevard,,San Fernando,CA,91340,818-898-0223,,818-347-8565,,,MH * OP * OMH * AT CBT GT IPT TELE * PVTN * CLF MD OSF SMHA SWFS * PA * TAY TRMA PTSD SED SMI * PEER * SMON * CHLD YAD ADLT * SP * VAPN * COOT FPSY ICM LAD PRS SEMP VRS CM,34.2875,-118.4352,060373202023010,06,037,320202,3010
African American Alternatives,Mission Mental Health Clinic,2712 Mission Street,,San Francisco,CA,94110,415-490-2700,415-401-2700,,,,MH SUMH * OP * OMH * FLUPH HALOP PERPH QUETI RISPE ZIPRA NRT ANTPYCH * AT GT IPT TELE * LCCG * CLF CMHG MC MD SF * SE GL VET MF CJ CO HV DV TRMA PEFP PTSD SMI * STU * MST * PEER * SMPD * YAD ADLT SNR * VPPD * FPSY ICM VRS IPC SPS,37.7509,-122.4153,060750229011004,06,075,022901,1004
Comprehensive Psychiatric Services,,2211 Post Street,Suite 200,San Francisco,CA,94115,415-928-1221 x2,833-277-0071,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IDD IPT KIT TMS TELE * PVTP * MC MI PI SF VAF * SS * STU * SMPD * CHLD YAD ADLT SNR * SP FX * F4 F17 F19 F25 F28 F30 F35 F36 F42 F43 F47 F67 F70 F81 F92 * VAPP * CDM COOT FPSY IMR IPC,37.7856,-122.4358,060750155001002,06,075,015500,1002
Edgewood Ctr for Children and Families,,1801 Vicente Street,,San Francisco,CA,94116,415-681-3211,415-682-3176,,,,MH * OP PHDT RES * MSMH * AT CBT CFT DBT GT IPT TELE * CIT PEON * PVTN * CLF CMHG MD OSF PI SCJJ SEF SF SI SMHA SWFS * SED * HS PEER * SMON * CHLD YAD * AH SP * VAPN * DEC FPSY ICM PRS CM SPS ES,37.7441,-122.4863,060750329014000,06,075,032901,4000
Edgewood Ctr for Children and Families,,3801 3rd Street,Suites 610 and 620,San Francisco,CA,94124,415-682-3276,,,,,MH * OP * OMH * AT CBT CFT GT IPT TELE * PVTN * PI * TAY SED * HS PEER * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY ICM PRS SH CM SPS ES,37.7309,-122.3886,060750232003005,06,075,023200,3005
Felton Institute,,1500 Franklin Street,,San Francisco,CA,94109,415-474-7310,,,,,MH SUMH * OP * CMHC * HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT PEON PEOFF WI * PVTN * MC MD SMHA * PA * TAY SE PEFP PTSD SMI * STU * HS PEER * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * FPSY ICM PRS SEMP VRS CM SPS,37.7917,-122.4186,060750111013001,06,075,011101,3001
Felton Institute,FCFP Medical/Full Circle,1663 Mission Street,Suite 604,San Francisco,CA,94103,415-474-7310,,,,,MH * OP * CMHC * AT CBT CFT GT IPT TELE * PVTN * MC MD * PTSD SED * STU * HS * SMON * CHLD YAD * SP * VAPN * FPSY ICM PRS CM SPS,37.7725,-122.4147,060750178031005,06,075,017803,1005
Felton Institute,GSW reMIND and BEAM,6221 Geary Boulevard,2nd Floor,San Francisco,CA,94121,415-474-7310,,,,,MH SUMH * OP * CMHC * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT WI * PVTN * CMHG MC MD PI SMHA * SE PEFP * STU * HS PEER * SMON * CHLD YAD ADLT SNR * SP FX * F17 F70 F81 * VAPN * FPSY ICM PRS VRS CM SPS,37.7786,-122.4892,060750478013000,06,075,047801,3000
Jewish Home of San Francisco,Acute Psychiatric Hospital,302 Silver Avenue,,San Francisco,CA,94112,415-469-2328,,,,,SA MH SUMH * HI * PSY * HALOP PERPH ARIPI ASENA CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT AIM * CIT * PVTN * MC PI SF * SE GL VET MF CO HV TRMA ALZ PTSD SMI * STU * MST LABT * TCC * SMON * ADLT SNR * AH SP FX * F17 F35 F70 F81 F92 * VAPN * DEC FPSY PRS CM SPS ES,37.7195,-122.4411,060750261001008,06,075,026100,1008
Langley Porter Psychiatric Institute,UCSF Mount Zion Campus,1600 Divisadero Street,Box 1954,San Francisco,CA,94115,415-502-0000,415-476-7000,,,,MH SUMH * HI PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * AT ECT GT AIM * STG * MC MI PI SF * SE * MST LABT * SMON * YAD ADLT SNR * AH * VAPN,37.7856,-122.4358,060750155001002,06,075,015500,1002
Mission ICM/MACT,Mission Mental Health Clinic,2712 Mission Street,,San Francisco,CA,94110,415-401-2700,,,,,MH SUMH * OP * OMH * FLUPH HALOP PERPH QUETI RISPE ZIPRA ANTPYCH * AT GT IPT TELE * LCCG * CLF CMHG MC MD SF * SE GL VET MF CJ CO HV DV TRMA PEFP PTSD SMI * STU * MST * PEER * TCC * SMPD * YAD ADLT SNR * SP FX * F67 * VPPD * FPSY ICM VRS IPC SPS,37.7509,-122.4153,060750229011004,06,075,022901,1004
Mission Mental Health OP,Mission Mental Health Clinic,2712 Mission Street,,San Francisco,CA,94110,415-401-2700,,,,,MH SUMH * OP * OMH * FLUPH HALOP QUETI RISPE ZIPRA ANTPYCH * AT GT IPT TELE * WI * LCCG * CLF CMHG MC MD SF * SE GL VET MF CJ CO HV DV TRMA PEFP PTSD SMI * STU * MST * PEER * TCC * SMPD * YAD ADLT SNR * SP * VPPD * FPSY CM IPC SPS,37.7509,-122.4153,060750229011004,06,075,022901,1004
Progress Foundation,Clay Street,- - -,,San Francisco,CA,94115,415-776-4647,415-861-0828 x138,,,,MH * OP PHDT RES * RTCA * FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE NSC ANTPYCH * AT GT IPT * CIT * PVTN * CLF MC MD SF SMHA SWFS * PA * SE GL VET CJ CO HV TRMA TBI PED PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * VAPP * ACT COOT DEC FPSY PRS VRS IPC SPS ES,37.7856,-122.4358,060750155001002,06,075,015500,1002
Progress Foundation,Cortland House Residential Program,- - -,,San Francisco,CA,94110,415-550-1881,415-861-0828,,,,SA MH SUMH * RES * RTCA * NSC * AT CBT DBT GT IDD IPT * CIT * PVTN * CLF MC MD SF SI SMHA VAF * PA SS * CO TRMA SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * VPPD * COOT PRS VRS CM,37.7509,-122.4153,060750229011004,06,075,022901,1004
Progress Foundation,Dorine Loso House Transitional Program,- - -,,San Francisco,CA,94117,415-346-7775,415-861-0828 x138,,,,MH SUMH * RES * RTCA * ANTPYCH * PVTN * MC MD * SS * CO SMI * STU * TCC * SMPD * YAD ADLT SNR * VPPD * COOT FPSY PRS VRS SPS,37.7712,-122.4413,060750166011005,06,075,016601,1005
Progress Foundation,La Amistad Transitional Program,- - -,,San Francisco,CA,94110,415-285-8100,415-861-0828 x138,,,,SA MH SUMH * RES * RTCA * HALOP ARIPI LURAS OLANZ OLANZF PALIP QUETI RISPE ANTPYCH * AT GT IDD * CIT * PVTN * MC MD SF SI * SE CO SMI * STU * SMPD * YAD ADLT SNR * SP * VPPD * PRS SPS ES,37.7509,-122.4153,060750229011004,06,075,022901,1004
Progress Foundation,Shrader House Crisis Program,50 Shrader Street,,San Francisco,CA,94117,415-668-4166,415-722-1983,,,,SA MH SUMH * RES * RTCA * HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * AT GT IDD * CIT * PVTN * CLF MC MD OSF PI SI * PA * CO SMI * STU * HS * TCC * SMPD * YAD ADLT SNR * SP * VPPD * DEC FPSY PRS IPC SPS ES,37.7712,-122.4413,060750166011005,06,075,016601,1005
Richmond Area Multi Services Inc,Outpatient Clinic,3626 Balboa Street,,San Francisco,CA,94121,415-668-5955,415-668-5955 x327,,,,MH SUMH * OP * OMH * CHLOR HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * CFT GT IPT TELE * PVTN * CLF MC MD * SED SMI * PEER * SMON * CHLD YAD ADLT SNR * AH SP FX * F17 F25 F35 F36 F43 F47 F70 F92 * VAPN * FPSY PRS CM,37.7786,-122.4892,060750478013000,06,075,047801,3000
Saint Francis Memorial Hospital,Behavioral Health Services,900 Hyde Street,,San Francisco,CA,94109,415-353-6641 x6230,415-353-6230,415-353-6641,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE * CIT PEON * PVTN * FQHC * MC MD MI PI SF SI * PA * TAY SE GL VET ADM MF CJ CO HV TRMA PTSD SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 * VAPN * CDM COOT DEC FPSY ICM IMR PRS SH CM IPC SPS ES,37.7917,-122.4186,060750111013001,06,075,011101,3001
Saint Marys Medical Center,McAuley Institute,2200 Hayes Street,,San Francisco,CA,94117,415-750-1000 x5872,,,,,MH SUMH * HI * IPSY * NRT NSC * AT CBT DBT GT IDD IPT * PVTN * CLF CSBG ITU MC MI OSF PI SCJJ SEF SF SI SMHA SWFS * GL DV TRMA PEFP PTSD SED * STU * LABT * SMON * CHLD * AH SP FX * F17 F92 * VAPN * CDM DEC FPSY ICM IMR PRS CM SPS ES,37.7712,-122.4413,060750166011005,06,075,016601,1005
San Francisco VA Downtown Clinic,,401 3rd Street,,San Francisco,CA,94107,415-281-5100,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP THIOT ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * FED VAMC * MI PI VAF * SE GL VET CJ CO HV TRMA ALZ PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT FPSY ICM LAD PRS SEMP SH VRS CM IPC SPS ES,37.7621,-122.3971,060750227022004,06,075,022702,2004
Seneca Family of Agencies,San Francisco Connections,- - -,,San Francisco,CA,94110,415-642-5968,,,,,MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * CIT * PVTN * CLF CSBG MC MD OSF SCJJ SEF SMHA SWFS * TAY CJ CO TRMA PED PTSD SED SMI * STU * PEER * SMOP * CHLD YAD * AH SP * VAPP * COOT FPSY ICM PRS CM SPS,37.7509,-122.4153,060750229011004,06,075,022901,1004
Sunset Mental Health Services,,1990 41st Avenue,,San Francisco,CA,94116,628-754-8400,415-753-7400,,,,MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE * CIT WI * LCCG * CLF MC MD SF SI SMHA * TAY SE GL VET MF CJ CO HV DV TRMA TBI PED PEFP PTSD SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * FX * F17 F70 * VAPN * ACT AOT CDM COOT DEC FPSY IMR PRS CM IPC SPS ES,37.7441,-122.4863,060750329014000,06,075,032901,4000
Tenderloin OP Clinic,Hyde Street Community Services Inc,815 Hyde Street,Suite 100,San Francisco,CA,94109,415-673-5700 x221,415-673-5700,,,,MH SUMH * OP * OMH * CLOZA ANTPYCH * AT CBT DBT IPT TELE * PVTN * MC MD * PEER * SMPD * YAD ADLT SNR * FX * F4 * VPPD * CM,37.7917,-122.4186,060750111013001,06,075,011101,3001
Westside Community Services,Child Youth and Family Services,- - -,,San Francisco,CA,94117,415-431-8252,415-431-8252 x1135,415-431-9000,,,SA MH SUMH * OP * OMH * AT CFT IPT * PVTN * CLF OSF SCJJ SMHA SWFS * TAY SMI * SMON * CHLD YAD * SP * VAPN * COOT FPSY CM ES,37.7712,-122.4413,060750166011005,06,075,016601,1005
Westside Community Services,Integrated Service Center,245 11th Street,,San Francisco,CA,94103,415-355-0311 x1263,415-431-9000,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * WI * PVTN * CLF MC MD OSF SCJJ SF SI SMHA SWFS * SE GL VET CJ CO HV TRMA TBI PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * CDM COOT FPSY IMR PRS SH VRS CM SPS ES,37.7725,-122.4147,060750178031005,06,075,017803,1005
Newport Academy,,16 Meadow View Lane,,San Geronimo,CA,94963,877-820-6371,,,,,SA MH SUMH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG PI SF * GL CO TRMA SED * SMON * CHLD * VAPN * DEC FPSY PRS SEMP CM IPC SPS ES,38.0133,-122.6639,060411130001018,06,041,113000,1018
Comprehensive Psychiatric Services,,1570 The Alameda,Suite 221,San Jose,CA,95126,408-295-8111 x2,833-277-0071,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT IDD IPT KIT TMS TELE * PVTP * MC MI PI SF VAF * SS * STU * SMPD * CHLD YAD ADLT SNR * SP * VAPP * CDM COOT FPSY IMR IPC,37.3249,-121.9153,060855005002006,06,085,500500,2006
County of Santa Clara,Las Plumas Behavioral Health Center,1650 Las Plumas Avenue,Suite K,San Jose,CA,95133,408-272-6726,800-704-0900,,,,MH * OP * OMH * ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE * LCCG * CLF CMHG MD SF SI SMHA * TAY GL TRMA PEFP PTSD SED SMI * PEER * SMPD * CHLD YAD * SP FX * F92 * VPPD * FPSY ICM PRS SEMP CM,37.3729,-121.856,060855037081002,06,085,503708,1002
Crestwood Behavioral Health Inc,Crestwood Psychiatric Health Facility,1425 Fruitdale Avenue,,San Jose,CA,95128,408-275-1010,,,,,MH * HI * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA OLANZ QUETI RISPE ZIPRA ANTPYCH * AT AIM * PVTP * SMHA * SE GL HV PEFP SMI * STU * HIVT STDT TBS MST HBT HCT LABT * SMON * YAD ADLT SNR * AH * VAPN * CDM DEC ES,37.3163,-121.9356,060855021011010,06,085,502101,1010
Momentum for Health,Crossroads Village,- - -,,San Jose,CA,95127,408-254-6848,800-704-0900,,,,MH SUMH * RES * RTCA * ANTPYCH * CBT DBT GT IPT TELE * CIT * PVTN * CLF MC MD PI * SE TRMA PTSD SMI * STU * PEER * TCC * SMPD * YAD ADLT SNR * SP * VPPD * FPSY PRS CM IPC SPS,37.3692,-121.8208,060855041013005,06,085,504101,3005
Momentum for Health,Eastside Outpatient,- - -,,San Jose,CA,95127,408-254-6828,408-260-4040,,,,MH SUMH * OP * OMH * ANTPYCH * CBT DBT GT IDD IPT TELE AIM * CIT * PVTN * CLF MC MD * SE TRMA PTSD SMI * STU * SMPD * YAD ADLT SNR * SP FX * F17 F92 * VPPD * FPSY PRS SH CM IPC SPS,37.3692,-121.8208,060855041013005,06,085,504101,3005
Momentum for Health,Full Service Partnership/Residential,- - -,,San Jose,CA,95127,408-510-7080,,,,,MH SUMH * RES * RTCA * ANTPYCH * CBT GT TELE AIM * CIT * PVTN * CLF MC MD PI SI * SE TRMA PTSD SMI * STU * SMPD * YAD ADLT SNR * SP * VPPD * FPSY ICM PRS CM IPC SPS,37.3692,-121.8208,060855041013005,06,085,504101,3005
Momentum for Health,Litteral House,- - -,,San Jose,CA,95112,408-510-7080,,,,,MH * RES * RTCA * ANTPYCH * CBT GT IPT TELE * CIT * PVTN * CLF MC MD PI * SE TRMA PTSD SMI * STU * SMPD * YAD ADLT SNR * SP * VPPD * FPSY PRS CM IPC SPS,37.3476,-121.887,060855011012010,06,085,501101,2010
Momentum for Health,SART,- - -,,San Jose,CA,95126,408-510-7080,,,,,MH SUMH * RES * RTCA * ANTPYCH * CBT GT TELE AIM * CIT * PVTN * CLF MC MD * SE TRMA PTSD SMI * STU * SMPD * YAD ADLT SNR * SP * VPPD * FPSY PRS CM IPC SPS,37.3249,-121.9153,060855005002006,06,085,500500,2006
Pacific Clinics,,232 East Gish Road,,San Jose,CA,95112,408-379-3790,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG MC MD SCJJ SI SMHA SWFS * TAY GL CJ CO DV TRMA PED PEFP PTSD SED SMI * HS PEER * SMPD * CHLD YAD * SP FX * F17 F25 F28 F36 F47 F67 F70 F81 F92 * VAPN * ACT COOT FPSY ICM IMR PRS SEMP SH VRS CM IPC ES,37.3476,-121.887,060855011012010,06,085,501101,2010
Starlight Community Services,,1885 Lundy Avenue,Suite 223,San Jose,CA,95131,408-284-9000,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTP * MD SMHA * PA * TAY GL CO TRMA PTSD SED SMI * STU * PEER * SMPD * CHLD YAD * SP * VPPD * FPSY CM,37.3864,-121.88,060855043171003,06,085,504317,1003
California Care Detox and Treatment,Mental Health RTC,- - -,,San Juan Capistrano,CA,92675,949-619-6561,,,,,MH SUMH * PHDT RES * RTCA * AT CBT CFT DBT GT IDD IPT TELE * PVTP * MI PI SF * SS * TAY SE GL VET ADM MF CJ CO TRMA PED PTSD * SMPD * YAD ADLT SNR * VAPP * DEC ICM CM,33.5085,-117.6565,060590423122009,06,059,042312,2009
First Light Recovery,,- - -,,San Juan Capistrano,CA,92675,949-326-3658,,,,,MH * RES * RTCA * ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTP * PI SF * TAY GL TRMA PTSD SMI * SMPD * YAD ADLT * VPPD * ACT FPSY ICM PRS VRS CM ES,33.5085,-117.6565,060590423122009,06,059,042312,2009
First Light Recovery,,- - -,,San Juan Capistrano,CA,92675,949-326-3658,,,,,MH * RES * RTCA * ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTP * PI SF * TAY GL TRMA PTSD SMI * SMPD * YAD ADLT * VPPD * ACT FPSY ICM PRS VRS CM ES,33.5085,-117.6565,060590423122009,06,059,042312,2009
Sheer Recovery,,26572 Royale Drive,,San Juan Capistrano,CA,92675,949-529-5945,888-979-7703,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT * PVTP * PI SF SI * TAY SE GL VET ADM CJ CO HV DV TRMA TBI PTSD SMI * STU * MST LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR PRS SH VRS CM IPC SPS ES,33.5085,-117.6565,060590423122009,06,059,042312,2009
Sheer Recovery,,27130A Paseo Espada,Suite 1423,San Juan Capistrano,CA,92675,888-979-7703,,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT * PVTP * PI SF SI * TAY SE GL VET ADM CJ CO HV DV TRMA TBI PTSD SMI * STU * MST LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR PRS SH VRS CM IPC SPS ES,33.5085,-117.6565,060590423122009,06,059,042312,2009
Sheer Recovery,,31222 Belford Drive,,San Juan Capistrano,CA,92675,888-979-7703,,,,,SA MH SUMH * RES * RTCA * CHLOR HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT * PVTP * PI SF SI * TAY SE GL VET ADM CJ CO HV DV TRMA TBI PTSD SMI * STU * MST LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * SP * VPPD * ACT CDM COOT DEC FPSY ICM IMR PRS SH VRS CM IPC SPS ES,33.5085,-117.6565,060590423122009,06,059,042312,2009
Felton Institute,Deaf Community Counseling Servs (DCCS),13847 East 14th Street,Suite 205,San Leandro,CA,94578,415-255-5849,,,,,MH SUMH * OP * CMHC * HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT GT IPT TELE * PVTN * MC MD PI SEF SF SWFS * PA SS * STU * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY ICM PRS SEMP VRS CM SPS,37.7024,-122.124,060014338012009,06,001,433801,2009
Stars Community Services,,400 Estudillo Avenue,Suite 100,San Leandro,CA,94577,510-352-9200,510-352-9200 x210,,,,MH SUMH * OP * OMH * ARIPI CLOZA ILOPE LURAS OLANZ QUETI RISPE ANTPYCH * AT CBT CFT GT IPT TELE * PEOFF * PVTP * FQHC * CLF MC MD SI SMHA * PA * TAY GL CO TRMA PED PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD * SP * VPPD * FPSY ICM PRS SEMP VRS CM,37.7205,-122.1587,060014326011040,06,001,432601,1040
Aspire Counseling Services,,865 Aerovista Place,Suite 130,San Luis Obispo,CA,93401,888-585-7373,,,,,SA MH SUMH * OP PHDT * OMH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * MC MI PI SF SI * TAY SE GL VET ADM MF CJ CO HV TRMA PTSD SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * COOT FPSY CM SPS,35.2635,-120.6509,060790111041043,06,079,011104,1043
San Luis Obispo County Mental Health,Youth Services,1989 Vicente Street,,San Luis Obispo,CA,93405,805-781-4179,800-838-1381,,,,MH SUMH * OP * CMHC * NRT ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF WI * LCCG * CMHG MC MD PI SF SMHA * PA SS * TAY GL TRMA SED * SMON * CHLD YAD * AH SP * VAPN * ICM IMR PRS VRS CM SPS,35.2901,-120.6817,060790112021034,06,079,011202,1034
Felton Institute,reMIND and BEAM San Mateo,1108 South El Camino Real,,San Mateo,CA,94402,650-458-0026,,,,,MH SUMH * OP * CMHC * HALOP PERPH ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT GT IPT TELE * CIT * PVTN * CMHG MC MD OSF PI SI SMHA * PEFP * STU * HS PEER * SMON * CHLD YAD ADLT * SP FX * F17 * VAPN * FPSY ICM PRS SEMP VRS CM SPS,37.5507,-122.3276,060816065003009,06,081,606500,3009
Mills Peninsula Health Services,Behavioral Health Department,100 South San Mateo Drive,,San Mateo,CA,94401,650-696-4690,650-696-4666,,,,SA MH SUMH * HI OP PHDT * IPSY * NSC ANTPYCH * AT CBT DBT ECT GT IDD IPT * PVTN * MC MD MI PI SF * TAY SE CO * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * SPS,37.5735,-122.3225,060816062012009,06,081,606201,2009
Coastwise Recovery Center,,1366 West 7th Street,,San Pedro,CA,90732,424-536-3002,,,,,SA MH SUMH * OP PHDT * PH * ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT * PVTP * PI SF * LABT * PEER * SMPD * ADLT SNR * VPPD * AOT FPSY PRS CM ES,33.742,-118.3121,060372964011003,06,037,296401,1003
Guidance Center,San Pedro,222 West 6th Street,Suite 230,San Pedro,CA,90731,310-833-3135,888-526-2211,,,,MH * OP * CMHC * ANTPYCH * AT CBT CFT DBT GT IPT TELE * PVTN * CLF MC SEF SF SMHA SWFS * TAY GL TRMA PTSD SED * PEER * SMPD * CHLD YAD ADLT * SP * VAPP * CDM COOT FPSY ICM CM,33.7339,-118.2914,060372969021004,06,037,296902,1004
Providence LCM Medical Ctr San Pedro,Bridges,1300 West 7th Street,,San Pedro,CA,90732,251-895-3122,310-514-5480,,,,MH SUMH * HI OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT * CIT PEON PEOFF WI * PVTN * FQHC * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SMI * STU * HIVT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM PRS SH CM SPS,33.742,-118.3121,060372964011003,06,037,296401,1003
Behavioral Health and Recovery Service,Childrens Mental Health Services,3230 Kerner Boulevard,,San Rafael,CA,94901,415-473-6724,888-818-1115,,,,MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * CIT PEOFF * LCCG * CLF CMHG MD OSF SCJJ SF SI SMHA SWFS * TAY GL CJ CO TRMA PED SED SMI * STU * PEER * SMON * CHLD YAD * AH SP FX * F25 F28 * VAPN * ACT FPSY ICM PRS TPC CM SPS,37.9691,-122.5105,060411101002036,06,041,110100,2036
Felton Institute,reMIND Marin,361 3rd Street,Suite B,San Rafael,CA,94901,415-747-8178,,,,,MH * OP * CMHC * ANTPYCH * AT CBT CFT GT IPT TELE * CIT PEOFF * PVTN * CMHG MC MD SMHA * PEFP * STU * HS PEER * TCC * SMON * CHLD YAD ADLT * SP * VAPN * DEC FPSY ICM PRS SEMP VRS CM SPS,37.9691,-122.5105,060411101002036,06,041,110100,2036
Newport Academy,,5 Maoli Drive,,San Rafael,CA,94903,877-820-6371,,,,,SA MH SUMH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG PI SF * GL CO TRMA SED * SMON * CHLD * VAPN * DEC FPSY PRS SEMP CM IPC SPS ES,38.0339,-122.5855,060411070004000,06,041,107000,4000
Newport Academy,,1104 Lincoln Avenue,,San Rafael,CA,94901,877-820-6371,,,,,SA MH SUMH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * CMHG CSBG PI SF * GL CO TRMA SED * SMON * CHLD * VAPN * DEC FPSY PRS SEMP CM IPC SPS ES,37.9691,-122.5105,060411101002036,06,041,110100,2036
Newport Academy,,1605 Lucas Valley Road,,San Rafael,CA,94903,877-820-6371,,,,,SA MH SUMH * OP PHDT RES * RTCC * AT CBT CFT DBT GT IDD IPT TELE * PVTP * PI SF * GL CO TRMA PTSD SED * SMON * CHLD * VAPN * DEC FPSY PRS VRS CM IPC ES,38.0339,-122.5855,060411070004000,06,041,107000,4000
Newport Institute,,285 Margarita Drive,,San Rafael,CA,94901,855-272-7451,,,,,SA MH SUMH * OP PHDT RES * RTCA * AT CBT CFT DBT GT IDD IPT TELE * PVTP * PI SF * TAY GL CO TRMA PTSD * SMON * YAD ADLT * VAPN * DEC FPSY PRS VRS CM IPC ES,37.9691,-122.5105,060411101002036,06,041,110100,2036
