name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Family and Childrens Place,,1 Quartermaster Court,,Jeffersonville,IN,47130,502-296-9824,,,,,MH * OP * OMH * AT CBT CFT DBT IPT TELE * CIT * PVTN * CLF OSF * TAY TRMA PTSD SED * SMON * CHLD YAD ADLT SNR * AH * VAPN * CM SPS ES
LifeSpring Health Systems,Adult Behavioral Services,404 Spring Street,,Jeffersonville,IN,47130,812-280-2080,,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * FQHC * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT CDM COOT IMR PRS VRS CM SPS ES
LifeSpring Health Systems,Children and Family Services,460 Spring Street,,Jeffersonville,IN,47130,812-206-1416,812-280-2080,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * STU * TBS * HS PEER * TCC * SMPD * CHLD YAD * AH * VPPD * CDM COOT IMR PRS VRS CM SPS ES
LifeSpring Health Systems,Forensic Clark,432 Court Avenue,,Jeffersonville,IN,47130,812-280-2080,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CJ CO SMI * STU * TBS * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT IMR PRS VRS CM SPS ES
LifeSpring Health Systems,Integrated Treatment Center,1036 Sharon Drive,,Jeffersonville,IN,47130,812-280-6606,,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * FQHC * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CO SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT IMR PRS VRS CM SPS ES
Wellstone Regional Hospital,Adults,2700 Vissing Park Road,,Jeffersonville,IN,47130,812-284-8000 x1044,812-284-8000 x7777,877-999-9355,,,SA MH SUMH * HI OP PHDT * PSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD * CIT PEON WI * PVTP * MC MD MI PI SF SI SWFS * SE GL CO ALZ SED * STU * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT IMR SPS
Northeastern Center Inc,Noble County Outpatient,1930 East Dowling Street,,Kendallville,IN,46755,260-347-4400,,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT AIM * CIT WI * PVTN * MHC * CLF CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY CJ CO TRMA SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM CM SPS ES
Northeastern Center Inc,Pioneer Lodge I,- - -,,Kendallville,IN,46755,260-347-2453,,,,,MH * RES * RTCA * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT AIM * CIT * PVTN * MC MD PI SF SI SMHA * SS * CJ SMI * STU * MST * SMPD * YAD ADLT SNR * VPPD * CDM COOT DEC ICM IMR SH CM IPC
Northeastern Center Inc,Promise House,- - -,,Kendallville,IN,46755,260-347-2453,260-347-4400,,,,MH * RES * RTCA * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT AIM * CIT * PVTN * MC MD PI SF SI SMHA * SS * CJ SMI * STU * MST * SMPD * YAD ADLT SNR * VPPD * CDM COOT FPSY ICM IMR CM IPC SPS
Porter Starke Services Inc,,1001 South Edgewood Drive,Suite 1,Knox,IN,46534,219-772-4040,574-772-4040,219-476-4551,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG MC MD MI PI SF SMHA SWFS * SS * SE PEFP SED SMI * STU * HIVT TBS MST HCT LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY IMR SH CM IPC SPS
Community Fairbanks Behavioral Health,Behavioral Health Services,322 North Main Street,,Kokomo,IN,46901,765-453-0702,765-776-8555 x2,765-776-8555,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT * PVTN * CLF FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * SS * SE CO DV TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT IMR CM SPS
Saint Vincent Kokomo,,1907 West Sycamore Street,,Kokomo,IN,46901,765-456-5900,765-456-5575,,,,SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON WI * PVTN * FQHC * CMHG CSBG MC MD MI PI SF SI SWFS VAF * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS
Midwest Ctr for Youth and Families,,1012 West Indiana Street,,Kouts,IN,46347,219-766-2999,219-766-2999 x490,888-629-3471 x490,,,MH SUMH * HI RES * ORES RTCC * ARIPI ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IPT * CIT PEON * PVTP * CLF MD MI PI SCJJ SEF SF SI SWFS * GL MF CO TRMA PED PTSD SED * STU * LABT * SMON * CHLD YAD * VAPN * FPSY CM SPS ES
Sycamore Springs LLC,,833 Park East Boulevard,,Lafayette,IN,47905,765-743-4400,,,,,SA MH SUMH * HI OP PHDT * PSY * NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTP * MC MD PI SF SI * VET ADM * STU * LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * COOT CM SPS
Valley Oaks Health,,415 North 26th Street,Suite 103,Lafayette,IN,47904,765-446-6400 x1,,,,,MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IPT TELE * PEON WI * PVTN * CLF CMHG CSBG MC MD MI PI SEF SF SI SMHA SWFS VAF * SS * SED * STU * TCC * SMON * CHLD * AH * VAPN * COOT FPSY ICM CM SPS
Valley Oaks Health,Assertive Community Treatment,2323 Ferry Street,,Lafayette,IN,47904,765-270-4401,866-682-5539,,,,SA MH SUMH * OP * CMHC * CLOZA OLANZ PALIP QUETI RISPE NRT ANTPYCH * CBT CFT DBT EMDR GT IDD IPT AIM * CIT * PVTN * CLF CMHG MC MD PI SCJJ SF SMHA SWFS * SS * CJ CO SMI * STU * HS * TCC * SMON * YAD ADLT SNR * VAPN * ACT COOT DEC FPSY ICM IMR SEMP VRS CM SPS
Valley Oaks Health,Comm Supp Prog/Valley Enterprises,217 Farabee Drive North,,Lafayette,IN,47905,765-447-1312,,,,,MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IPT * PEON WI * PVTN * MC MD MI PI SF SI SMHA SWFS * SS * SMI * STU * SMON * YAD ADLT SNR * AH * VAPN * COOT FPSY ICM IMR PRS VRS CM SPS
Valley Oaks Health,Outpatient Services,415 North 26th Street,Suite 201,Lafayette,IN,47904,765-423-2638,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IPT TELE * CIT PEON WI * PVTN * CLF CMHG MC MD PI SF SI SMHA SWFS * SS * STU * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * SPS
West Lafayette,Community Based Clinic,- - -,,Lafayette,IN,47905,765-464-2280,,,,,SA MH SUMH * OP * VAHC * ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * FQHC * MC MD PI SF VAF * SE GL VET ADM MF CO TRMA TBI PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR PRS SEMP VRS CM IPC SPS ES
Northeastern Center Inc,Lagrange County Outpatient,2155 North State Road 9 South,,Lagrange,IN,46761,260-463-7144,,260-463-7145,,,SA MH SUMH * OP * CMHC * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT AIM * CIT WI * PVTN * MHC * CLF CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY CJ CO TRMA SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM CM SPS ES
Otis R Bowen Ctr for Human Servs,LaGrange Bowen Office,836 North Detroit Street,,Lagrange,IN,46761,260-499-3019 x3919,800-342-5653,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY SE TRMA PTSD SED SMI * STU * HS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT AOT COOT FPSY ICM IMR PRS CM SPS ES
Northshore Health Centers,,2490 Central Avenue,,Lake Station,IN,46405,219-763-8112,,,,,SA MH SUMH * OP * NSC * AT CBT GT IDD IPT TELE * CIT * PVTN * FQHC * MC MD PI SF SI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC ICM CM IPC ES
Community Mental Health Center Inc,,710 Eads Parkway,,Lawrenceburg,IN,47025,812-537-7375,812-537-1302,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR SEMP VRS CM IPC SPS ES
Community Mental Health Center Inc,Dearborn County,401 West Eads Parkway,"Dearborn Plaza, Suite 450",Lawrenceburg,IN,47025,812-537-7375,812-537-1302,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR SEMP VRS CM IPC SPS ES
Dearborn County CBOC,,131 Campus Drive,,Lawrenceburg,IN,47025,812-539-2313,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * FED VAMC * MI PI SF VAF * PA * VET * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT DEC IMR SH SPS
INcompass Healthcare,,281 Bielby Road,,Lawrenceburg,IN,47025,812-537-7378,812-537-1302,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR SEMP VRS CM IPC SPS ES
INcompass Healthcare,,283 Bielby Road,,Lawrenceburg,IN,47025,812-537-7378,812-537-1302,,,,SA MH SUMH * HI OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR SEMP VRS CM IPC SPS ES
Unity House,,608 Wilson Creek Road,,Lawrenceburg,IN,47025,812-537-1302,812-537-1302 x3400,812-532-3400,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM IMR SEMP VRS CM IPC SPS ES
Aspire Indiana Health,Lebanon Outpatient Office,1600 West Main Street,,Lebanon,IN,46052,877-574-1254,,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTN * FQHC * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS VAF * SS * TRMA SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR LAD PRS SEMP VRS CM IPC SPS
Cummins BH Systems Inc,Boone,940 Lasley Drive,,Lebanon,IN,46052,888-714-1927 x1500,888-714-9127,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * WI * PVTN * CLF MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO TRMA PTSD SED SMI * STU * TBS LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT FPSY ICM PRS SEMP CM SPS
Hamilton Center Inc,,1200 County Road 1000 West,,Linton,IN,47441,812-847-4435,,800-742-0787,,,SA MH SUMH * OP * CMHC * RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTN * CLF CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * SS * TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI * STU * HS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY ICM IMR PRS CM SPS
4C Health,,1015 Michigan Avenue,,Logansport,IN,46947,574-722-5151,800-552-3106,,,,SA MH SUMH * HI OP RES * MSMH * CHLOR FLUPH HALOP TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG CSBG MC MD MI OSF PI SCJJ SF SI SWFS * TAY SE CJ CO TRMA SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * ACT COOT IMR SEMP SH CM
Knox County Hospital,DBA Samaritan Center,200 John F Kennedy Avenue,,Loogootee,IN,47553,812-295-3090,812-886-6800,800-824-7907,,,SA MH SUMH * OP * CMHC * HALOP CLOZA ILOPE OLANZ OLANZF PALIP RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON * PVTN * CLF CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * GL VET MF CJ CO HV PTSD SMI * STU * MST * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT IMR CM SPS
Heartland Recovery Center,,2068 Lucas Parkway,,Lowell,IN,46356,219-690-7025,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON * PVTP * MC MD MI PI SF * TAY SE GL VET CJ CO TRMA PED PTSD * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * CDM COOT DEC FPSY IMR PRS CM IPC SPS ES
Centerstone of Indiana Inc,Centerstone Jefferson County,3008 North Bevcher Drive,,Madison,IN,47250,877-467-3123,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY CJ CO DV TRMA PTSD SED SMI * STU * TBS * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM IMR PRS CM IPC SPS
LifeSpring Health Systems,Jefferson County Office,1405 Bear Street,,Madison,IN,47250,812-265-4513,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA SS * CO SMI * STU * TBS * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * CDM COOT IMR PRS VRS CM SPS ES
Madison State Hospital,,711 Green Road,,Madison,IN,47250,812-265-2611,812-265-7308,812-265-7302,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP THIOR CLOZA OLANZ OLANZF QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * STG * MC MD MI OSF PI SF SI SMHA VAF * SE CJ CO SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR PRS SEMP VRS CM IPC SPS ES
Radiant Health,Branson Place,925 South Branson Street,,Marion,IN,46953,765-668-6736,765-662-3971,800-755-3469,,,SA MH SUMH * OP RES * RTCA * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD TELE * CIT PEON PEOFF * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CJ CO TRMA TBI PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT DEC IMR PRS SEMP SH VRS CM SPS ES
Radiant Health,Stepping Stone,1623 West 6th Street,,Marion,IN,46953,765-662-3971,,,,,SA MH SUMH * OP RES * RTCA * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD TELE * CIT PEON PEOFF * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO TRMA TBI PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * ACT COOT DEC IMR PRS SEMP SH VRS CM SPS ES
Radiant Health North,,505 North Wabash Avenue,,Marion,IN,46952,765-662-3971,,800-755-3469,,,SA MH SUMH * HI OP * PSY * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CJ CO TRMA PTSD * STU * TBS MST * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY ICM VRS CM SPS ES
VA Northern Indiana Healthcare System,,1700 East 38th Street,,Marion,IN,46953,765-674-3321 x73402,765-674-3321,,,,SA MH SUMH * HI OP PHDT RES * VAHC * HALOP LOXAP ARIPI CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * MI PI VAF * TAY SE GL VET MF CJ CO HV DV TRMA TBI ALZ PTSD SMI * STU * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * CDM COOT DEC ICM IMR LAD PRS SEMP SH VRS CM IPC SPS
Centerstone of Indiana Inc,Centerstone Martinsville,952 South Main Street,,Martinsville,IN,46151,877-467-3123,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY CJ CO DV TRMA PTSD SED SMI * STU * HIVT TBS HBT HCT * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY ICM IMR PRS CM IPC SPS
Ibekie Foundation Inc,,1574 East 85th Avenue,,Merrillville,IN,46410,219-769-4400,,,,,SA MH SUMH * OP * OMH * NRT NSC * AT CBT CFT GT IDD IPT TELE * CIT * PVTP * MHC * MC MD MI PI SF SI * TAY SE GL ADM MF CJ CO ALZ PTSD SMI * STU * MST LABT * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * CDM COOT DEC FPSY IMR IPC
National Youth Advocate Program Inc,,9111 Broadway,Suite MM,Merrillville,IN,46410,219-793-9560,,,,,MH SUMH * OP * OMH * CBT CFT IPT TELE * CIT PEOFF * PVTN * MD SCJJ SWFS * TAY * HS PEER * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY LAD PRS SEMP TPC VRS CM SPS ES
Regional Health Systems,Merrillville Outpatient,1441 East 84th Place,Borto Building,Merrillville,IN,46410,219-794-2000,219-769-4005,,,,SA MH SUMH * OP * CMHC * HALOP ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * PA SS * DV SED SMI * STU * TBS * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT CM
Regional Health Systems,Strawhun Center,8555 Taft Street,,Merrillville,IN,46410,219-769-4005,,,,,SA MH SUMH * HI OP * CMHC * HALOP ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * FQHC * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * PA SS * SMI * STU * TBS MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT DEC FPSY CM IPC SPS
VA Northern Indiana Healthcare System,St Joseph CBOC,1540 Trinity Place,,Mishawaka,IN,46545,574-272-9000,,,,,SA MH SUMH * OP * VAHC * HALOP LOXAP ARIPI CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * MI PI VAF * TAY GL VET CJ CO HV TRMA PTSD * STU * HS * TCC * SMON * YAD ADLT SNR * VAPN * CDM COOT DEC IMR LAD IPC SPS
Valley Oaks Health,Outpatient Service,920 Executive Drive,,Monticello,IN,47960,574-583-9350,,,,,SA MH SUMH * OP * CMHC * NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * PEON WI * PVTN * CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA * SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY IMR CM SPS
Centerstone of Indiana Inc,Centerstone Mooresville,494 North Town Center Road,,Mooresville,IN,46158,877-467-3123,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY CJ CO DV TRMA PTSD SED SMI * STU * TBS * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM PRS CM SPS
Southwestern Behav Healthcare Inc,Posey Regional Services,309 North Sawmill Street,,Mount Vernon,IN,47620,812-838-6558,,812-423-7791,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * WI * PVTN * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * TRMA PTSD SED * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * IMR PRS CM SPS
Centerstone of Indiana Inc,Delaware County,1200 South Tillotson Overpass,Suite 8,Muncie,IN,47304,877-467-3123,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * PA SS * TAY CJ CO DV TRMA PTSD SED SMI * STU * TBS * PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY IMR PRS CM SPS
Meridian Health Services,,240 North Tillotson Avenue,,Muncie,IN,47304,765-288-1928,,866-306-2647,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT TELE * CIT PEON * PVTN * FQHC * MC MD MI PI SF SI * SS * TAY SE CO HV DV TRMA PED PEFP PTSD SMI * STU * PEER * SMON * YAD ADLT SNR * AH * VAPN * COOT ICM SEMP SH VRS CM IPC SPS
